dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_length,prep_time,explain_time,sample_time,n_explain
glass,FACETIndex,100,,100,0,0.848484848,0.85,0.894736842,0.871794872,1,0.254131542,5.85,0.188477039,0.022184849,0.001109242,20
glass,FACETIndex,100,,1000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.20726927,5.4,1.26595211,0.052656412,0.002632821,20
glass,FACETIndex,100,,5000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.201672104,5.2,5.69415617,0.172266483,0.008613324,20
glass,FACETIndex,100,,10000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.201766772,5.4,11.12244892,0.314800262,0.015740013,20
glass,FACETIndex,100,,20000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.198249616,5.4,21.62568688,0.501986027,0.025099301,20
glass,FACETIndex,100,,30000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.199092833,5.35,31.88248181,0.717397213,0.035869861,20
glass,FACETIndex,100,,40000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.198940094,5.25,42.02609301,0.838454723,0.041922736,20
glass,FACETIndex,100,,50000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.196186282,5,51.73395586,1.024862766,0.051243138,20
glass,FACETIndex,100,,60000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.197929892,5.5,61.50255442,1.160812855,0.058040643,20
glass,FACETIndex,100,,70000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.196226892,5.5,71.61965084,1.317296982,0.065864849,20
glass,FACETIndex,100,,80000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.196433841,5.45,81.41176295,1.451428413,0.072571421,20
glass,FACETIndex,100,,90000,0,0.848484848,0.85,0.894736842,0.871794872,1,0.197607512,5.2,90.42999005,1.568634033,0.078431702,20
glass,FACETIndex,100,,100000,0,0.848484848,0.85,0.894736842,0.871794872,0.95,0.201831984,5.421052632,100.601295,1.682095289,0.084104764,20
glass,FACETIndex,100,,100,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.280249919,6,0.17661643,0.025006056,0.001250303,20
glass,FACETIndex,100,,1000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.242931139,5.8,1.22799325,0.052428961,0.002621448,20
glass,FACETIndex,100,,5000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.236963672,5.7,5.533703089,0.131433487,0.006571674,20
glass,FACETIndex,100,,10000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.233749492,5.7,10.77562213,0.228034735,0.011401737,20
glass,FACETIndex,100,,20000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.229252767,5.6,20.9171741,0.377270937,0.018863547,20
glass,FACETIndex,100,,30000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.233066872,5.8,30.70467377,0.522971392,0.02614857,20
glass,FACETIndex,100,,40000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.232882295,5.65,40.50066304,0.638329744,0.031916487,20
glass,FACETIndex,100,,50000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.231826369,5.55,49.71662784,0.738551855,0.036927593,20
glass,FACETIndex,100,,60000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.232440954,5.85,59.66032147,0.831634521,0.041581726,20
glass,FACETIndex,100,,70000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.229377035,5.55,69.27097487,0.863321304,0.043166065,20
glass,FACETIndex,100,,80000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.230890941,5.5,78.39995861,1.012010574,0.050600529,20
glass,FACETIndex,100,,90000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.229663218,5.5,88.56776357,1.053852797,0.05269264,20
glass,FACETIndex,100,,100000,1,0.757575758,0.714285714,0.882352941,0.789473684,1,0.228322895,5.7,96.95663118,1.197755098,0.059887755,20
glass,FACETIndex,100,,100,2,0.878787879,0.863636364,0.95,0.904761905,1,0.133386618,6.45,0.183372259,0.015463114,0.000773156,20
glass,FACETIndex,100,,1000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.109487656,5.95,1.222036839,0.036780834,0.001839042,20
glass,FACETIndex,100,,5000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.10411861,5.8,5.549214363,0.119499922,0.005974996,20
glass,FACETIndex,100,,10000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.101832743,5.9,10.75074363,0.199624062,0.009981203,20
glass,FACETIndex,100,,20000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,5.55,20.98947215,0.340232134,0.017011607,20
glass,FACETIndex,100,,30000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.10016603,5.55,30.97391844,0.463979244,0.023198962,20
glass,FACETIndex,100,,40000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.101477458,5.6,40.89263439,0.628518581,0.031425929,20
glass,FACETIndex,100,,50000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.096145426,5.6,50.64390349,0.61661911,0.030830956,20
glass,FACETIndex,100,,60000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.098282189,5.45,60.44425941,0.675379276,0.033768964,20
glass,FACETIndex,100,,70000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.097149552,5.55,69.73322058,0.764425755,0.038221288,20
glass,FACETIndex,100,,80000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.096227231,5.55,79.13275909,0.888955832,0.044447792,20
glass,FACETIndex,100,,90000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.096046503,5.75,88.90489006,0.88148427,0.044074214,20
glass,FACETIndex,100,,100000,2,0.878787879,0.863636364,0.95,0.904761905,1,0.095482452,5.5,98.17594075,0.919723749,0.045986187,20
glass,FACETIndex,100,,100,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.159905553,5.8,0.181020737,0.015656471,0.000782824,20
glass,FACETIndex,100,,1000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.131682339,6.05,1.223899364,0.031023741,0.001551187,20
glass,FACETIndex,100,,5000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.125971897,6.1,5.512066126,0.077433586,0.003871679,20
glass,FACETIndex,100,,10000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.12279472,5.75,10.79252028,0.13390708,0.006695354,20
glass,FACETIndex,100,,20000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.119847255,5.7,20.94526505,0.206081152,0.010304058,20
glass,FACETIndex,100,,30000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.121305895,5.85,30.75604939,0.311701059,0.015585053,20
glass,FACETIndex,100,,40000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.119398967,5.7,40.59674692,0.35068059,0.017534029,20
glass,FACETIndex,100,,50000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.11838478,5.5,49.97624564,0.420922995,0.02104615,20
glass,FACETIndex,100,,60000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.118800102,5.9,59.93221998,0.419799805,0.02098999,20
glass,FACETIndex,100,,70000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.117674334,5.8,69.350914,0.479896307,0.023994815,20
glass,FACETIndex,100,,80000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.118518343,5.5,78.55958128,0.564069033,0.028203452,20
glass,FACETIndex,100,,90000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.119135781,5.65,87.78061414,0.677219868,0.033860993,20
glass,FACETIndex,100,,100000,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.116530283,5.95,97.37701774,0.661090374,0.033054519,20
glass,FACETIndex,100,,100,4,0.848484848,1,0.8,0.888888889,1,0.178237345,5.9,0.187846184,0.02085638,0.001042819,20
glass,FACETIndex,100,,1000,4,0.848484848,1,0.8,0.888888889,1,0.148594079,5.85,1.273807287,0.045866728,0.002293336,20
glass,FACETIndex,100,,5000,4,0.848484848,1,0.8,0.888888889,1,0.140595389,5.85,5.727939129,0.119985104,0.005999255,20
glass,FACETIndex,100,,10000,4,0.848484848,1,0.8,0.888888889,1,0.138366557,5.85,11.11554766,0.209000826,0.010450041,20
glass,FACETIndex,100,,20000,4,0.848484848,1,0.8,0.888888889,1,0.136888667,5.8,21.46088386,0.333348274,0.016667414,20
glass,FACETIndex,100,,30000,4,0.848484848,1,0.8,0.888888889,1,0.136892312,5.7,31.47484851,0.448790789,0.022439539,20
glass,FACETIndex,100,,40000,4,0.848484848,1,0.8,0.888888889,1,0.135384724,5.5,41.51340628,0.544719458,0.027235973,20
glass,FACETIndex,100,,50000,4,0.848484848,1,0.8,0.888888889,1,0.135374169,5.7,51.56055236,0.635248184,0.031762409,20
glass,FACETIndex,100,,60000,4,0.848484848,1,0.8,0.888888889,1,0.134954011,5.45,61.14108729,0.830530643,0.041526532,20
glass,FACETIndex,100,,70000,4,0.848484848,1,0.8,0.888888889,1,0.13512142,5.6,70.76457214,0.884378195,0.04421891,20
glass,FACETIndex,100,,80000,4,0.848484848,1,0.8,0.888888889,1,0.134147293,5.6,80.54958558,0.920117378,0.046005869,20
glass,FACETIndex,100,,90000,4,0.848484848,1,0.8,0.888888889,1,0.135040052,5.45,89.89742565,1.043484449,0.052174222,20
glass,FACETIndex,100,,100000,4,0.848484848,1,0.8,0.888888889,1,0.134178449,5.6,100.1128311,1.076290131,0.053814507,20
glass,FACETIndex,100,,100,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.223821434,6,0.183429003,0.022801638,0.001140082,20
glass,FACETIndex,100,,1000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.199238526,6,1.207848549,0.049758911,0.002487946,20
glass,FACETIndex,100,,5000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.19724827,6.05,5.471076727,0.147391558,0.007369578,20
glass,FACETIndex,100,,10000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.19519585,5.9,10.52536845,0.23767519,0.011883759,20
glass,FACETIndex,100,,20000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,6,20.58413482,0.407354832,0.020367742,20
glass,FACETIndex,100,,30000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.188328074,6,30.23592424,0.552905798,0.02764529,20
glass,FACETIndex,100,,40000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.186921882,5.85,39.76291633,0.650496721,0.032524836,20
glass,FACETIndex,100,,50000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187255549,6.15,49.13244152,0.732401609,0.03662008,20
glass,FACETIndex,100,,60000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187271993,6,58.83398938,0.837558031,0.041877902,20
glass,FACETIndex,100,,70000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.186557348,5.95,67.49214125,0.988742828,0.049437141,20
glass,FACETIndex,100,,80000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.183465063,5.95,76.70454311,0.852380514,0.042619026,20
glass,FACETIndex,100,,90000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187221457,6,86.65098524,1.132291794,0.05661459,20
glass,FACETIndex,100,,100000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.185338311,5.8,95.0757165,1.168932676,0.058446634,20
glass,FACETIndex,100,,100,6,0.878787879,0.933333333,0.823529412,0.875,1,0.199220861,5.65,0.178930044,0.020776749,0.001038837,20
glass,FACETIndex,100,,1000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.15290264,5.6,1.254072666,0.043792009,0.0021896,20
glass,FACETIndex,100,,5000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.142215608,5.55,5.594463348,0.121135235,0.006056762,20
glass,FACETIndex,100,,10000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.138280635,5.45,10.8517983,0.184637308,0.009231865,20
glass,FACETIndex,100,,20000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.137463493,5.35,21.16598916,0.317583084,0.015879154,20
glass,FACETIndex,100,,30000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.134211605,5.35,30.9712472,0.401534081,0.020076704,20
glass,FACETIndex,100,,40000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.130217031,5.15,40.65575552,0.498208284,0.024910414,20
glass,FACETIndex,100,,50000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.134103787,5.35,50.45255065,0.62009263,0.031004632,20
glass,FACETIndex,100,,60000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.131360235,5.4,60.25248551,0.657363653,0.032868183,20
glass,FACETIndex,100,,70000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.131320133,5.15,69.46537328,0.709227085,0.035461354,20
glass,FACETIndex,100,,80000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.133720599,5.35,78.76373291,0.774278402,0.03871392,20
glass,FACETIndex,100,,90000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.129328136,5,88.24711347,0.858811378,0.042940569,20
glass,FACETIndex,100,,100000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.130008596,5.1,97.4596777,0.805994749,0.040299737,20
glass,FACETIndex,100,,100,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.249946873,5.2,0.178596497,0.020353556,0.001017678,20
glass,FACETIndex,100,,1000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.196319466,5.3,1.208665848,0.040128708,0.002006435,20
glass,FACETIndex,100,,5000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.184745908,5,5.506474495,0.109559059,0.005477953,20
glass,FACETIndex,100,,10000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.18408557,4.9,10.71201468,0.195360899,0.009768045,20
glass,FACETIndex,100,,20000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,5,20.6197412,0.261089325,0.013054466,20
glass,FACETIndex,100,,30000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.180991926,5.1,30.31857204,0.405538559,0.020276928,20
glass,FACETIndex,100,,40000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181416351,4.85,39.82442784,0.486841679,0.024342084,20
glass,FACETIndex,100,,50000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.18020875,4.9,49.21666241,0.540558338,0.027027917,20
glass,FACETIndex,100,,60000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.179607,5.05,58.08130121,0.611485958,0.030574298,20
glass,FACETIndex,100,,70000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.180858455,5,67.03722239,0.665456772,0.033272839,20
glass,FACETIndex,100,,80000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.177973826,5.3,76.41067791,0.690917492,0.034545875,20
glass,FACETIndex,100,,90000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.172783137,5.15,86.3470192,0.589912891,0.029495645,20
glass,FACETIndex,100,,100000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.177763147,4.9,95.5608871,0.789061069,0.039453053,20
glass,FACETIndex,100,,100,8,0.878787879,0.95,0.863636364,0.904761905,1,0.154205732,5.45,0.176722527,0.016568661,0.000828433,20
glass,FACETIndex,100,,1000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.12563146,5.2,1.197764635,0.030505419,0.001525271,20
glass,FACETIndex,100,,5000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.119453983,5,5.412345409,0.071308374,0.003565419,20
glass,FACETIndex,100,,10000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.117337819,5.15,10.46145439,0.123676062,0.006183803,20
glass,FACETIndex,100,,20000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115859383,4.9,20.47150111,0.193713665,0.009685683,20
glass,FACETIndex,100,,30000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.116778385,5.15,30.09909177,0.243972301,0.012198615,20
glass,FACETIndex,100,,40000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.116422245,5.15,39.60698152,0.291241169,0.014562058,20
glass,FACETIndex,100,,50000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.114121098,4.9,49.15912867,0.313358545,0.015667927,20
glass,FACETIndex,100,,60000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115185111,4.95,58.548136,0.395554304,0.019777715,20
glass,FACETIndex,100,,70000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115559958,5.15,67.63586688,0.435781002,0.02178905,20
glass,FACETIndex,100,,80000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.113730272,4.9,77.39937973,0.439779997,0.021989,20
glass,FACETIndex,100,,90000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.113806652,4.8,86.95170212,0.469202518,0.023460126,20
glass,FACETIndex,100,,100000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.114004639,4.7,95.75257564,0.517743587,0.025887179,20
glass,FACETIndex,100,,100,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.242686183,5.85,0.180533886,0.022508621,0.001125431,20
glass,FACETIndex,100,,1000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.210333133,6.35,1.231814861,0.060168266,0.003008413,20
glass,FACETIndex,100,,5000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.206725748,5.95,5.611312389,0.213886738,0.010694337,20
glass,FACETIndex,100,,10000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.203933073,6.2,10.86971712,0.3242836,0.01621418,20
glass,FACETIndex,100,,20000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.202456197,6,21.11046839,0.525175571,0.026258779,20
glass,FACETIndex,100,,30000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.202460159,6.05,31.09260035,0.739660025,0.036983001,20
glass,FACETIndex,100,,40000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201293911,6,40.92632627,0.958341122,0.047917056,20
glass,FACETIndex,100,,50000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.200541934,5.95,50.29782939,1.088452578,0.054422629,20
glass,FACETIndex,100,,60000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201557423,6.15,59.81395888,1.292459011,0.064622951,20
glass,FACETIndex,100,,70000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201063332,6,69.90014148,1.433790922,0.071689546,20
glass,FACETIndex,100,,80000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.19942335,5.85,78.82262635,1.540420055,0.077021003,20
glass,FACETIndex,100,,90000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.199983228,5.9,88.51417208,1.746013641,0.087300682,20
glass,FACETIndex,100,,100000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.198496573,6.05,97.99695635,1.832093716,0.091604686,20
magic,FACETIndex,100,,100,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.317976467,9.2,4.89519763,0.026552916,0.001327646,20
magic,FACETIndex,100,,1000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.226524049,9.15,6.228432417,0.055821896,0.002791095,20
magic,FACETIndex,100,,5000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.19059332,8.85,11.92452216,0.141794205,0.00708971,20
magic,FACETIndex,100,,10000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.175579159,8.4,19.5455718,0.217053652,0.010852683,20
magic,FACETIndex,100,,20000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.163740359,8.15,34.13080788,0.354811192,0.01774056,20
magic,FACETIndex,100,,30000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.162707484,7.9,47.86772084,0.459379673,0.022968984,20
magic,FACETIndex,100,,40000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.157686595,7.65,62.78590488,0.643315077,0.032165754,20
magic,FACETIndex,100,,50000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.158913851,8.15,76.99319196,0.789374113,0.039468706,20
magic,FACETIndex,100,,60000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.156030034,7.9,91.01961637,0.76376915,0.038188457,20
magic,FACETIndex,100,,70000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.156780593,7.9,104.8320742,0.886558056,0.044327903,20
magic,FACETIndex,100,,80000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.155434359,8.05,118.9596996,1.074201822,0.053710091,20
magic,FACETIndex,100,,90000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.153990721,7.9,132.7396665,1.110168695,0.055508435,20
magic,FACETIndex,100,,100000,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.157193613,7.75,147.1344535,1.520475864,0.076023793,20
magic,FACETIndex,100,,100,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.251223612,8.95,4.786862135,0.020941734,0.001047087,20
magic,FACETIndex,100,,1000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.145786493,9.2,6.034315109,0.027163029,0.001358151,20
magic,FACETIndex,100,,5000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.127589331,8.6,11.78767705,0.062902689,0.003145134,20
magic,FACETIndex,100,,10000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.11594329,8.8,19.08226538,0.072631121,0.003631556,20
magic,FACETIndex,100,,20000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,8.75,33.26720047,0.15286994,0.007643497,20
magic,FACETIndex,100,,30000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.106727824,8.45,47.78232789,0.212357044,0.010617852,20
magic,FACETIndex,100,,40000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.102479038,8.55,61.54810667,0.22495079,0.01124754,20
magic,FACETIndex,100,,50000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.103240522,8.9,75.37401986,0.293574333,0.014678717,20
magic,FACETIndex,100,,60000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.101416823,9,89.8478055,0.32080555,0.016040277,20
magic,FACETIndex,100,,70000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.100329832,8.85,104.142179,0.383094072,0.019154704,20
magic,FACETIndex,100,,80000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.098991748,8.55,117.9312322,0.448665142,0.022433257,20
magic,FACETIndex,100,,90000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.098647221,8.85,132.4175713,0.460586786,0.023029339,20
magic,FACETIndex,100,,100000,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.098364158,8.85,145.2628078,0.533640146,0.026682007,20
magic,FACETIndex,100,,100,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.235689012,8.85,4.692699909,0.023512363,0.001175618,20
magic,FACETIndex,100,,1000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.154925108,9.2,6.004561424,0.03940773,0.001970387,20
magic,FACETIndex,100,,5000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.129642406,8.95,11.87270999,0.099281311,0.004964066,20
magic,FACETIndex,100,,10000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.126047765,8.7,19.34009218,0.188570499,0.009428525,20
magic,FACETIndex,100,,20000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,9,33.52466917,0.335592508,0.016779625,20
magic,FACETIndex,100,,30000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.113909033,9.1,48.14165854,0.455117702,0.022755885,20
magic,FACETIndex,100,,40000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.110425371,8.9,62.05163574,0.550080299,0.027504015,20
magic,FACETIndex,100,,50000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.108498477,8.75,76.54180241,0.670174599,0.03350873,20
magic,FACETIndex,100,,60000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.108959742,8.75,90.9804008,0.824366331,0.041218317,20
magic,FACETIndex,100,,70000,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.105261145,8.5,105.5620894,0.891283512,0.044564176,20
