dataset,explainer,n_trees,iteration,max_depth,accuracy,precision,recall,f1,per_valid,avg_dist,avg_length,prep_time,explain_time,sample_time,n_explain
vertebral,OCEAN,10,4,5,0.774193548,0.765957447,0.923076923,0.837209302,1,0.064969796,4.15,0.188768864,18.51488376,0.925744188,20
vertebral,OCEAN,100,1,5,0.870967742,0.88372093,0.926829268,0.904761905,1,0.076481532,4.05,0.187756062,69.10586596,3.455293298,20
cancer,OCEAN,10,2,5,0.973684211,0.977777778,0.956521739,0.967032967,1,0.188445857,10.85,0.187158108,19.42547607,0.971273804,20
glass,OCEAN,10,2,5,0.909090909,0.869565217,1,0.930232558,1,0.029513538,3.7,0.181034088,17.9482851,0.897414255,20
cancer,OCEAN,50,4,5,0.929824561,0.925,0.880952381,0.902439024,1,0.233807368,14.4,0.20579505,56.75051451,2.837525725,20
magic,OCEAN,10,2,5,0.82597266,0.81054823,0.95269168,0.875890514,1,0.09288434,5.95,0.485902071,39.06439018,1.953219509,20
glass,OCEAN,50,4,5,0.848484848,0.954545455,0.84,0.893617021,1,0.045031049,5.2,0.179762363,32.66328335,1.633164167,20
spambase,OCEAN,10,2,5,0.913043478,0.940298507,0.84,0.887323944,1,0.005984414,8.15,0.258645773,11.79247642,0.589623821,20
vertebral,OCEAN,10,2,5,0.903225806,0.913043478,0.954545455,0.933333333,1,0.104281138,3.45,0.19113183,35.88308668,1.794154334,20
cancer,OCEAN,50,2,5,0.98245614,1,0.956521739,0.977777778,1,0.204626898,13.2,0.191158295,38.79470253,1.939735126,20
cancer,OCEAN,400,0,5,0.964912281,1,0.906976744,0.951219512,1,0.208701354,18.45,0.198170185,585.0119164,29.25059582,20
glass,OCEAN,50,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.034929914,4.45,0.189838171,29.41435194,1.470717597,20
magic,OCEAN,50,4,5,0.830704522,0.810493614,0.961113385,0.879400749,1,0.135717791,6.85,0.467778206,144.4281387,7.221406937,20
spambase,OCEAN,50,21,5,0.922826087,0.942073171,0.855955679,0.896952104,1,0.005485719,10.6,0.252062321,21.16011524,1.058005762,20
vertebral,OCEAN,50,4,5,0.806451613,0.8,0.923076923,0.857142857,1,0.068346443,4.3,0.188798666,36.21963978,1.810981989,20
magic,OCEAN,50,2,5,0.830704522,0.813671062,0.956362153,0.879265092,1,0.09046177,6.65,0.484652042,103.9209223,5.196046114,20
spambase,OCEAN,50,2,5,0.922826087,0.947058824,0.858666667,0.900699301,1,0.009723341,11.5,0.261369705,32.49611163,1.624805582,20
vertebral,OCEAN,50,2,5,0.870967742,0.909090909,0.909090909,0.909090909,1,0.119494096,3.6,0.193439484,62.93160892,3.146580446,20
cancer,OCEAN,100,4,5,0.938596491,0.948717949,0.880952381,0.913580247,1,0.251997503,16.15,0.193320036,113.2250199,5.661250997,20
glass,OCEAN,100,4,5,0.818181818,0.952380952,0.8,0.869565217,1,0.054985622,5.9,0.180219412,56.30126452,2.815063226,20
cancer,OCEAN,100,2,5,0.98245614,1,0.956521739,0.977777778,1,0.231390812,15.65,0.189517736,86.62080312,4.331040156,20
glass,OCEAN,100,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.034739544,4.75,0.189920664,49.37836528,2.468918264,20
glass,OCEAN,400,0,5,0.848484848,0.85,0.894736842,0.871794872,1,0.11588887,6.25,0.18454814,391.834661,19.59173305,20
magic,OCEAN,100,4,5,0.830178759,0.811654527,0.957838723,0.878708224,1,0.140327894,7,0.482451439,272.03442,13.601721,20
magic,OCEAN,200,0,5,0.836225026,0.816532961,0.96021329,0.882563619,1,0.190399908,7.2,0.474812984,806.6567199,40.332836,20
magic,OCEAN,100,10,5,0.831493165,0.818020575,0.947411668,0.877974491,1,0.096974442,5.9,0.47077632,187.9151955,9.395759773,20
spambase,OCEAN,100,10,5,0.922826087,0.955271565,0.83988764,0.89387145,1,0.013474931,11.95,0.253946304,76.67752337,3.833876169,20
spambase,OCEAN,100,2,5,0.92173913,0.944281525,0.858666667,0.899441341,1,0.011461944,12.7,0.258470297,71.58440852,3.579220426,20
spambase,OCEAN,200,0,5,0.941304348,0.958100559,0.897905759,0.927027027,1,0.009229387,14,0.251650333,125.2123616,6.260618079,20
vertebral,OCEAN,100,4,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.068402365,4.3,0.195996046,60.46593213,3.023296607,20
vertebral,OCEAN,100,2,5,0.870967742,0.909090909,0.909090909,0.909090909,1,0.118977991,4.15,0.191562176,90.69038224,4.534519112,20
cancer,OCEAN,10,3,5,0.885964912,0.829268293,0.85,0.839506173,1,0.191949936,11.9,0.184830666,18.09673095,0.904836547,20
glass,OCEAN,10,3,5,0.818181818,0.9,0.818181818,0.857142857,1,0.046375629,4.1,0.178247213,20.33259749,1.016629875,20
magic,OCEAN,10,3,5,0.815194532,0.791006147,0.977218225,0.87430717,1,0.108687156,6.2,0.460416317,41.89717841,2.094858921,20
spambase,OCEAN,10,3,5,0.920652174,0.941558442,0.84057971,0.88820827,1,0.004153543,7.75,0.250051975,10.43325949,0.521662974,20
vertebral,OCEAN,200,0,5,0.822580645,0.829787234,0.928571429,0.876404494,1,0.067908549,4.25,0.185374022,139.6382108,6.981910539,20
vertebral,OCEAN,10,3,5,0.725806452,0.842105263,0.744186047,0.790123457,1,0.066364774,3.1,0.18154788,24.61875248,1.230937624,20
cancer,OCEAN,50,3,5,0.885964912,0.829268293,0.85,0.839506173,1,0.209539568,13.25,0.1840415,35.86897659,1.79344883,20
glass,OCEAN,50,3,5,0.787878788,0.857142857,0.818181818,0.837209302,1,0.047754351,4.75,0.178690672,34.06955385,1.703477693,20
cancer,OCEAN,200,4,5,0.929824561,0.925,0.880952381,0.902439024,1,0.253142351,17.7,0.190993309,314.2908304,15.71454152,20
magic,OCEAN,50,3,5,0.830178759,0.812879299,0.963629097,0.881858083,1,0.126506311,6.95,0.464548111,139.717145,6.985857248,20
spambase,OCEAN,50,3,5,0.927173913,0.951298701,0.849275362,0.897396631,1,0.0062147,11.1,0.25219512,26.1762383,1.308811915,20
glass,OCEAN,200,4,5,0.818181818,0.952380952,0.8,0.869565217,1,0.052491342,6.2,0.182498932,90.3946569,4.519732845,20
vertebral,OCEAN,50,3,5,0.774193548,0.871794872,0.790697674,0.829268293,1,0.074670901,3.8,0.18279314,53.91057587,2.695528793,20
cancer,OCEAN,300,0,5,0.964912281,1,0.906976744,0.951219512,1,0.200112164,17.5,0.189273834,382.9678998,19.14839499,20
cancer,OCEAN,100,3,5,0.903508772,0.871794872,0.85,0.860759494,1,0.248339876,15.4,0.184158802,98.59070015,4.929535007,20
glass,OCEAN,100,3,5,0.909090909,0.913043478,0.954545455,0.933333333,1,0.04595296,4.8,0.186874866,54.53509617,2.726754808,20
glass,OCEAN,300,0,5,0.878787879,0.894736842,0.894736842,0.894736842,1,0.114336519,5.95,0.180571556,277.8764117,13.89382058,20
magic,OCEAN,100,3,5,0.830178759,0.813090418,0.963229416,0.881814855,1,0.131453769,7.05,0.481658936,289.309864,14.4654932,20
spambase,OCEAN,100,3,5,0.933695652,0.955128205,0.863768116,0.907153729,1,0.007248492,12.6,0.260859966,58.68113232,2.934056616,20
vertebral,OCEAN,100,3,5,0.774193548,0.871794872,0.790697674,0.829268293,1,0.077646626,4.3,0.193057537,99.82337141,4.991168571,20
magic,OCEAN,200,4,5,0.831230284,0.811053541,0.961113385,0.879730236,1,0.141861536,7.65,0.476869345,671.1814606,33.55907303,20
spambase,OCEAN,200,10,5,0.926086957,0.958598726,0.845505618,0.898507463,1,0.015097249,12.15,0.255451202,307.2300758,15.36150379,20
vertebral,OCEAN,200,4,5,0.806451613,0.813953488,0.897435897,0.853658537,1,0.067904893,4.55,0.195255756,124.618942,6.230947101,20
cancer,OCEAN,300,4,5,0.929824561,0.925,0.880952381,0.902439024,1,0.255102474,18.65,0.188592911,475.7185926,23.78592963,20
glass,OCEAN,300,4,5,0.818181818,0.952380952,0.8,0.869565217,1,0.052145087,6.15,0.183459997,150.1339767,7.506698835,20
magic,OCEAN,300,0,5,0.83701367,0.817832168,0.959392945,0.882974707,1,0.193341094,7.4,0.478022575,2036.744339,101.8372169,20
spambase,OCEAN,300,0,5,0.941304348,0.963276836,0.892670157,0.926630435,1,0.009607111,14.75,0.251861811,235.7879424,11.78939712,20
magic,OCEAN,400,10,5,0.830704522,0.814919071,0.951520131,0.877937832,1,0.103442984,7,0.473309994,2117.690928,105.8845464,20
vertebral,OCEAN,300,0,5,0.822580645,0.829787234,0.928571429,0.876404494,1,0.067727648,4.45,0.183459044,201.2038424,10.06019212,20
cancer,OCEAN,200,1,5,0.956140351,0.967741935,0.882352941,0.923076923,1,0.188207759,15.8,0.188900232,195.2416003,9.762080014,20
spambase,OCEAN,400,21,5,0.925,0.945121951,0.858725762,0.899854862,1,0.007071964,14.8,0.251813412,250.3641942,12.51820971,20
glass,OCEAN,200,1,5,0.757575758,0.714285714,0.882352941,0.789473684,1,0.129964718,5.8,0.183502674,143.4851327,7.174256635,20
magic,OCEAN,300,4,5,0.833070452,0.813888889,0.959476054,0.880706369,1,0.144095353,7.6,0.480273008,1529.506618,76.47533091,20
vertebral,OCEAN,400,0,5,0.822580645,0.829787234,0.928571429,0.876404494,1,0.06804329,4.8,0.194922686,378.0978465,18.90489233,20
magic,OCEAN,200,1,5,0.84148265,0.824273504,0.9644,0.888847926,1,0.118359941,7.3,0.473997355,705.9898188,35.29949094,20
spambase,OCEAN,300,4,5,0.925,0.950310559,0.852367688,0.898678414,1,0.013206556,14.55,0.26551199,684.062396,34.2031198,20
spambase,OCEAN,200,1,5,0.925,0.947204969,0.854341737,0.898379971,1,0.009559581,14.55,0.249319077,190.3242257,9.516211283,20
vertebral,OCEAN,300,4,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.067752633,4.4,0.191322565,259.4672027,12.97336013,20
vertebral,OCEAN,200,1,5,0.870967742,0.88372093,0.926829268,0.904761905,1,0.078296657,4.35,0.182876825,152.7539108,7.637695539,20
cancer,OCEAN,500,0,5,0.964912281,1,0.906976744,0.951219512,1,0.212617407,18.55,0.191379547,985.7711644,49.28855822,20
cancer,OCEAN,300,1,5,0.956140351,0.967741935,0.882352941,0.923076923,1,0.193215749,16.7,0.187959671,430.2703941,21.5135197,20
glass,OCEAN,300,1,5,0.787878788,0.75,0.882352941,0.810810811,1,0.1294007,5.9,0.179286957,185.4426079,9.272130394,20
cancer,OCEAN,400,4,5,0.929824561,0.925,0.880952381,0.902439024,1,0.259239007,19,0.192497492,666.3355541,33.31677771,20
glass,OCEAN,500,0,5,0.848484848,0.85,0.894736842,0.871794872,1,0.116404894,6.55,0.192795038,584.2216709,29.21108354,20
glass,OCEAN,400,4,5,0.818181818,0.952380952,0.8,0.869565217,1,0.052662023,6.4,0.188609362,286.2841313,14.31420656,20
magic,OCEAN,300,10,5,0.830967403,0.815205913,0.951520131,0.878104265,1,0.10210125,6.65,0.467432022,1292.837003,64.64185015,20
spambase,OCEAN,300,1,5,0.929347826,0.950617284,0.862745098,0.904552129,1,0.009823322,14.1,0.251541376,267.4116814,13.37058407,20
vertebral,OCEAN,300,1,5,0.870967742,0.88372093,0.926829268,0.904761905,1,0.077492149,4.65,0.1842978,212.4838519,10.6241926,20
cancer,OCEAN,200,2,5,0.973684211,0.977777778,0.956521739,0.967032967,1,0.251032434,16.45,0.187396288,178.1308377,8.906541884,20
glass,OCEAN,200,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.032972229,5.2,0.181064129,65.41684484,3.270842242,20
magic,OCEAN,200,2,5,0.829127234,0.813718663,0.953099511,0.877911345,1,0.096784055,6.8,0.490450859,428.1253831,21.40626916,20
spambase,OCEAN,200,2,5,0.92173913,0.941690962,0.861333333,0.899721448,1,0.011783576,13.65,0.25159812,186.0658729,9.303293645,20
magic,OCEAN,400,4,5,0.832018927,0.812760055,0.959476054,0.880045054,1,0.143518504,8.15,0.501345634,2192.247085,109.6123542,20
vertebral,OCEAN,200,2,5,0.870967742,0.928571429,0.886363636,0.906976744,1,0.121913563,4.1,0.185467243,174.9926021,8.749630105,20
cancer,OCEAN,300,2,5,0.973684211,0.977777778,0.956521739,0.967032967,1,0.256957123,17.75,0.187803268,489.6342814,24.48171407,20
spambase,OCEAN,500,0,5,0.940217391,0.96056338,0.892670157,0.925373134,1,0.00997086,16.1,0.266000748,578.2958627,28.91479313,20
vertebral,OCEAN,500,0,5,0.822580645,0.829787234,0.928571429,0.876404494,1,0.068438064,4.65,0.192229271,520.9290671,26.04645336,20
glass,OCEAN,300,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.031946285,5.05,0.182166576,105.4795549,5.273977745,20
vertebral,OCEAN,400,1,5,0.870967742,0.88372093,0.926829268,0.904761905,1,0.077731174,4.5,0.188509464,340.210279,17.01051395,20
glass,OCEAN,400,1,5,0.787878788,0.75,0.882352941,0.810810811,1,0.129824025,6.05,0.184351444,485.3602526,24.26801263,20
cancer,OCEAN,400,1,5,0.956140351,0.967741935,0.882352941,0.923076923,1,0.19404423,17.25,0.194707394,630.2602725,31.51301363,20
spambase,OCEAN,400,1,5,0.925,0.947204969,0.854341737,0.898379971,1,0.010050733,14.7,0.256340981,477.8251669,23.89125835,20
spambase,OCEAN,400,10,5,0.934782609,0.9625,0.865168539,0.911242604,1,0.015510984,14.15,0.255365372,1011.39561,50.56978049,20
glass,OCEAN,500,1,5,0.787878788,0.75,0.882352941,0.810810811,1,0.12958481,6.35,0.183617353,374.2260704,18.71130352,20
magic,OCEAN,300,2,5,0.829127234,0.813500348,0.953507341,0.877957191,1,0.097340887,6.65,0.478811264,1007.710695,50.38553474,20
vertebral,OCEAN,400,4,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.068996041,4.45,0.188195229,459.8764977,22.99382489,20
spambase,OCEAN,300,2,5,0.923913043,0.942028986,0.866666667,0.902777778,1,0.012375775,13.2,0.252509832,388.6381097,19.43190548,20
vertebral,OCEAN,500,1,5,0.887096774,0.904761905,0.926829268,0.915662651,1,0.077613209,4.8,0.189028025,733.1635842,36.65817921,20
spambase,OCEAN,500,1,5,0.926086957,0.947368421,0.857142857,0.9,1,0.010270043,16.6,0.255143166,807.0570729,40.35285364,20
vertebral,OCEAN,300,2,5,0.870967742,0.928571429,0.886363636,0.906976744,1,0.121863967,3.95,0.182248116,346.4083848,17.32041924,20
cancer,OCEAN,500,1,5,0.956140351,0.967741935,0.882352941,0.923076923,1,0.195677338,17.4,0.196608305,1384.032976,69.20164882,20
cancer,OCEAN,200,3,5,0.903508772,0.871794872,0.85,0.860759494,1,0.261474407,17.2,0.187367678,216.452215,10.82261075,20
glass,OCEAN,200,3,5,0.909090909,0.952380952,0.909090909,0.930232558,1,0.048499937,5.55,0.181632042,97.68506742,4.884253371,20
cancer,OCEAN,500,4,5,0.938596491,0.948717949,0.880952381,0.913580247,1,0.261577276,19.2,0.193510056,1193.454466,59.67272331,20
magic,OCEAN,200,3,5,0.83044164,0.813788442,0.962430056,0.881889764,1,0.132953504,7.6,0.471223116,574.2410033,28.71205016,20
magic,OCEAN,400,21,5,0.835173502,0.819598338,0.95713708,0.883044208,1,0.161001774,7.95,0.474622011,2540.108523,127.0054261,20
spambase,OCEAN,200,3,5,0.931521739,0.95483871,0.857971014,0.903816794,1,0.008600459,13.15,0.250986338,123.0922327,6.154611635,20
glass,OCEAN,500,4,5,0.818181818,0.952380952,0.8,0.869565217,1,0.052220508,6.6,0.187259197,481.6412296,24.08206148,20
vertebral,OCEAN,200,3,5,0.774193548,0.871794872,0.790697674,0.829268293,1,0.077625745,4.15,0.182772636,150.2457802,7.512289011,20
glass,OCEAN,400,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.030595014,5.2,0.183556795,229.3513701,11.4675685,20
cancer,OCEAN,300,3,5,0.885964912,0.829268293,0.85,0.839506173,1,0.271789656,17.4,0.186759472,376.0185094,18.80092547,20
magic,OCEAN,500,10,5,0.83044164,0.813969814,0.952752671,0.877910278,1,0.103068021,6.9,0.465665102,2490.823967,124.5411984,20
glass,OCEAN,300,3,5,0.878787879,0.909090909,0.909090909,0.909090909,1,0.048291981,5.75,0.1787467,163.7199271,8.185996354,20
glass,OCEAN,500,2,5,0.878787879,0.863636364,0.95,0.904761905,1,0.030523957,5.5,0.183990717,379.3307686,18.96653843,20
cancer,OCEAN,400,2,5,0.973684211,0.977777778,0.956521739,0.967032967,1,0.261122725,18.4,0.187443972,760.3806233,38.01903117,20
spambase,OCEAN,400,2,5,0.92173913,0.941690962,0.861333333,0.899721448,1,0.012950578,14.45,0.253858089,888.9297161,44.44648581,20
glass,OCEAN,400,3,5,0.878787879,0.909090909,0.909090909,0.909090909,1,0.049302682,6,0.183318615,326.6436179,16.33218089,20
vertebral,OCEAN,400,2,5,0.85483871,0.906976744,0.886363636,0.896551724,1,0.12089108,3.5,0.186171055,872.5183702,43.62591851,20
cancer,OCEAN,400,3,5,0.885964912,0.829268293,0.85,0.839506173,1,0.272169641,18,0.18889451,648.3012767,32.41506383,20
glass,OCEAN,500,3,5,0.878787879,0.909090909,0.909090909,0.909090909,1,0.049384499,6.1,0.182423115,390.6946101,19.53473051,20
cancer,OCEAN,500,2,5,0.973684211,0.977777778,0.956521739,0.967032967,1,0.264608117,18.25,0.193748713,1476.574101,73.82870507,20
magic,OCEAN,300,3,5,0.828864353,0.811931244,0.962829736,0.880965442,1,0.134058596,7.8,0.468693733,1323.163589,66.15817944,20
vertebral,OCEAN,500,2,5,0.870967742,0.928571429,0.886363636,0.906976744,1,0.120854834,3.8,0.183337688,1142.289353,57.11446767,20
spambase,OCEAN,300,3,5,0.932608696,0.954983923,0.860869565,0.905487805,1,0.009303535,13.85,0.266670704,338.5760584,16.92880292,20
spambase,OCEAN,500,12,5,0.935869565,0.95,0.876080692,0.911544228,1,0.010921399,12.6,0.259619713,1153.480608,57.67403039,20
vertebral,OCEAN,300,3,5,0.758064516,0.868421053,0.76744186,0.814814815,1,0.07639999,4.6,0.185093164,293.0590587,14.65295293,20
cancer,OCEAN,500,3,5,0.885964912,0.829268293,0.85,0.839506173,1,0.274500526,18.55,0.195776939,1267.527418,63.37637092,20
spambase,OCEAN,500,21,5,0.926086957,0.945288754,0.861495845,0.901449275,1,0.007007463,14.8,0.25364852,498.1649382,24.90824691,20
vertebral,OCEAN,400,3,5,0.758064516,0.868421053,0.76744186,0.814814815,1,0.076353171,4.6,0.182913303,670.2318091,33.51159046,20
vertebral,OCEAN,500,4,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.068723592,4.4,0.197908401,692.0935926,34.60467963,20
magic,OCEAN,400,2,5,0.829915878,0.815008726,0.95228385,0.878314839,1,0.097800462,7.15,0.48178196,1988.538768,99.42693839,20
spambase,OCEAN,400,3,5,0.933695652,0.955128205,0.863768116,0.907153729,1,0.009346394,14.05,0.254278421,692.9557376,34.64778688,20
vertebral,OCEAN,500,3,5,0.758064516,0.868421053,0.76744186,0.814814815,1,0.077128053,4.65,0.184926271,1079.941152,53.99705758,20
magic,OCEAN,500,11,5,0.833333333,0.812671233,0.964634146,0.882156134,1,0.115679072,7.65,0.454499245,3755.70344,187.785172,20
spambase,OCEAN,500,3,5,0.933695652,0.955128205,0.863768116,0.907153729,1,0.009487191,14.75,0.25767827,1092.264488,54.61322439,20
magic,OCEAN,500,3,5,0.830704522,0.814063556,0.962430056,0.882051282,1,0.136261174,8,0.480861902,3956.160986,197.8080493,20
magic,OCEAN,400,3,5,0.830704522,0.814488829,0.961630695,0.881964809,1,0.137558169,7.8,0.481041431,2559.990481,127.9995241,20
magic,OCEAN,500,2,5,0.831493165,0.816276633,0.953099511,0.87939793,1,0.0980847,7.15,0.463899136,2972.948278,148.6474139,20
magic,OCEAN,500,22,5,0.838065195,0.823428375,0.959183673,0.886136784,1,0.112291577,7.9,0.464240551,2070.614277,103.5307139,20
glass,OCEAN,10,5,5,0.757575758,0.727272727,0.888888889,0.8,1,0.096885852,5.15,0.187563896,20.51408625,1.025704312,20
cancer,OCEAN,10,5,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.181769978,13.5,0.191372871,22.84135818,1.142067909,20
spambase,OCEAN,10,5,5,0.915217391,0.943925234,0.834710744,0.885964912,1,0.007042713,7.45,0.249839783,11.38743997,0.569371998,20
magic,OCEAN,10,5,5,0.805205047,0.780487805,0.965289256,0.863107334,1,0.073161404,5.8,0.468253851,25.22477007,1.261238503,20
vertebral,OCEAN,10,5,5,0.806451613,0.846153846,0.846153846,0.846153846,1,0.030325049,2.85,0.194135189,16.50155663,0.825077832,20
glass,OCEAN,50,5,5,0.878787879,0.888888889,0.888888889,0.888888889,1,0.093430094,5.3,0.185174704,37.64096045,1.882048023,20
spambase,OCEAN,50,5,5,0.923913043,0.96214511,0.840220386,0.897058824,1,0.011279224,11.15,0.248621464,35.69032669,1.784516335,20
vertebral,OCEAN,50,5,5,0.822580645,0.833333333,0.897435897,0.864197531,1,0.036676308,4,0.193203926,31.99372602,1.599686301,20
cancer,OCEAN,50,5,5,0.964912281,0.953488372,0.953488372,0.953488372,1,0.214206253,15.75,0.189331532,62.03434539,3.101717269,20
glass,OCEAN,100,5,5,0.818181818,0.8,0.888888889,0.842105263,1,0.09896433,5.85,0.186507702,56.5576694,2.82788347,20
vertebral,OCEAN,100,5,5,0.806451613,0.813953488,0.897435897,0.853658537,1,0.033909908,3.95,0.193706274,47.49146008,2.374573004,20
magic,OCEAN,50,5,5,0.838853838,0.811659193,0.97231405,0.884752773,1,0.08321711,7.3,0.483760118,93.98769832,4.699384916,20
spambase,OCEAN,100,5,5,0.925,0.965189873,0.840220386,0.898379971,1,0.015699301,11.95,0.247548819,100.3380516,5.016902578,20
cancer,OCEAN,100,5,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.234291553,17.25,0.187239647,127.0242577,6.351212883,20
vertebral,OCEAN,200,5,5,0.822580645,0.833333333,0.897435897,0.864197531,1,0.035775644,4,0.192182779,109.8217938,5.49108969,20
glass,OCEAN,200,5,5,0.787878788,0.761904762,0.888888889,0.820512821,1,0.101648516,5.7,0.186505795,131.6236386,6.581181931,20
magic,OCEAN,100,5,5,0.835699264,0.809162935,0.970661157,0.882585008,1,0.088453204,6.45,0.475479841,218.015656,10.9007828,20
