dataset,explainer,n_trees,iteration,max_depth,accuracy,precision,recall,f1,per_valid,avg_dist,avg_length,prep_time,explain_time,sample_time,n_explain
vertebral,OCEAN,300,5,5,0.838709677,0.853658537,0.897435897,0.875,1,0.035808745,3.8,0.191930056,191.1845174,9.559225869,20
glass,OCEAN,300,5,5,0.818181818,0.8,0.888888889,0.842105263,1,0.102717466,5.8,0.185189486,204.7055302,10.23527651,20
spambase,OCEAN,200,5,5,0.925,0.965189873,0.840220386,0.898379971,1,0.016819313,14.65,0.248489618,368.710248,18.4355124,20
cancer,OCEAN,200,5,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.244487661,18,0.187441826,347.8020837,17.39010419,20
vertebral,OCEAN,400,5,5,0.838709677,0.853658537,0.897435897,0.875,1,0.03640834,4.1,0.192364216,317.5339038,15.87669519,20
magic,OCEAN,200,5,5,0.836750789,0.809851877,0.971487603,0.883336464,1,0.08822274,7.5,0.474622011,516.7808123,25.83904061,20
glass,OCEAN,400,5,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.103957672,6,0.185610533,422.3702471,21.11851236,20
cancer,OCEAN,300,5,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.247919529,18.65,0.19018054,556.3463235,27.81731617,20
vertebral,OCEAN,500,5,5,0.838709677,0.853658537,0.897435897,0.875,1,0.03627293,4.1,0.190697432,472.2641435,23.61320717,20
vertebral,OCEAN,10,6,5,0.725806452,0.688888889,0.911764706,0.784810127,1,0.076006821,3.3,0.192602634,21.34670496,1.067335248,20
spambase,OCEAN,300,5,5,0.923913043,0.965079365,0.837465565,0.896755162,1,0.018494669,15.8,0.249464512,731.4310255,36.57155128,20
vertebral,OCEAN,50,6,5,0.725806452,0.697674419,0.882352941,0.779220779,1,0.072023036,4.15,0.192816973,46.36016679,2.318008339,20
vertebral,OCEAN,100,6,5,0.709677419,0.681818182,0.882352941,0.769230769,1,0.071406705,4.4,0.194103718,90.50981069,4.525490534,20
glass,OCEAN,500,5,5,0.818181818,0.8,0.888888889,0.842105263,1,0.103141661,5.9,0.183689833,506.2160621,25.3108031,20
glass,OCEAN,10,6,5,0.787878788,0.8125,0.764705882,0.787878788,1,0.075321356,3.6,0.185436249,21.95632935,1.097816467,20
glass,OCEAN,50,6,5,0.878787879,0.882352941,0.882352941,0.882352941,1,0.076205787,5,0.18854022,35.42100644,1.771050322,20
glass,OCEAN,100,6,5,0.848484848,0.928571429,0.764705882,0.838709677,1,0.078117838,5.15,0.185283661,51.47077847,2.573538923,20
vertebral,OCEAN,200,6,5,0.741935484,0.704545455,0.911764706,0.794871795,1,0.069870216,3.9,0.19121027,150.4844518,7.524222589,20
glass,OCEAN,200,6,5,0.878787879,0.933333333,0.823529412,0.875,1,0.078423791,5.9,0.183830976,87.5442934,4.37721467,20
magic,OCEAN,300,12,5,0.830967403,0.81430059,0.95599022,0.879475164,1,0.097559699,6.85,0.500567198,1054.718222,52.7359111,20
vertebral,OCEAN,300,6,5,0.758064516,0.711111111,0.941176471,0.810126582,1,0.070564555,4.1,0.190749168,226.2785039,11.31392519,20
glass,OCEAN,300,6,5,0.878787879,0.933333333,0.823529412,0.875,1,0.078802274,5.8,0.187712908,171.3816602,8.569083011,20
cancer,OCEAN,400,5,5,0.947368421,0.930232558,0.930232558,0.930232558,1,0.253731609,20.45,0.186105728,827.0686231,41.35343115,20
glass,OCEAN,400,6,5,0.848484848,0.928571429,0.764705882,0.838709677,1,0.077797315,6.05,0.186346292,277.146667,13.85733335,20
vertebral,OCEAN,400,6,5,0.758064516,0.711111111,0.941176471,0.810126582,1,0.071663398,3.95,0.191080093,370.2786829,18.51393415,20
spambase,OCEAN,400,5,5,0.926086957,0.965299685,0.842975207,0.9,1,0.018625656,15.55,0.249153376,1061.471056,53.07355278,20
glass,OCEAN,500,6,5,0.878787879,0.933333333,0.823529412,0.875,1,0.078742973,5.4,0.186727524,333.2083182,16.66041591,20
glass,OCEAN,10,7,5,0.818181818,0.705882353,0.923076923,0.8,1,0.121880063,4,0.187936544,27.91629171,1.395814586,20
glass,OCEAN,50,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.127545462,5.4,0.184294224,40.12649679,2.00632484,20
glass,OCEAN,100,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.126846139,5.4,0.186376572,73.11101604,3.655550802,20
glass,OCEAN,200,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.130318836,5.7,0.18653965,127.664438,6.3832219,20
vertebral,OCEAN,500,6,5,0.741935484,0.704545455,0.911764706,0.794871795,1,0.071890456,4.05,0.188260317,575.27248,28.763624,20
vertebral,OCEAN,10,7,5,0.822580645,0.847826087,0.906976744,0.876404494,1,0.111673892,4,0.189139843,27.73704624,1.386852312,20
vertebral,OCEAN,50,7,5,0.903225806,0.893617021,0.976744186,0.933333333,1,0.114273336,3.85,0.187648535,47.9096489,2.395482445,20
glass,OCEAN,300,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.129762088,5.6,0.183822632,222.4639814,11.12319907,20
vertebral,OCEAN,100,7,5,0.919354839,0.913043478,0.976744186,0.943820225,1,0.116770013,4.75,0.18586874,84.83786821,4.241893411,20
vertebral,OCEAN,200,7,5,0.919354839,0.913043478,0.976744186,0.943820225,1,0.116332291,4.7,0.186855078,162.6924877,8.134624386,20
cancer,OCEAN,500,5,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.255125031,20.1,0.184963226,1247.591947,62.37959735,20
cancer,OCEAN,10,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.108087716,8.75,0.187051296,17.85726619,0.892863309,20
glass,OCEAN,400,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.129814696,5.7,0.186086655,370.0071497,18.50035748,20
cancer,OCEAN,50,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.154986593,12.8,0.182834148,47.38636851,2.369318426,20
vertebral,OCEAN,300,7,5,0.919354839,0.913043478,0.976744186,0.943820225,1,0.116111023,4.75,0.191847324,267.0231142,13.35115571,20
magic,OCEAN,400,5,5,0.835699264,0.808313294,0.97231405,0.882761208,1,0.089361027,7.2,0.471318483,1634.748737,81.73743685,20
cancer,OCEAN,100,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.166985219,14.45,0.186684847,93.66560364,4.683280182,20
glass,OCEAN,500,7,5,0.787878788,0.6875,0.846153846,0.75862069,1,0.130539488,5.95,0.18430829,424.5042806,21.22521403,20
cancer,OCEAN,200,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.181389229,16.5,0.184621096,303.6592968,15.18296484,20
glass,OCEAN,10,8,5,0.848484848,0.904761905,0.863636364,0.88372093,1,0.069786768,4.2,0.186310291,21.41233897,1.070616949,20
vertebral,OCEAN,400,7,5,0.903225806,0.911111111,0.953488372,0.931818182,1,0.115347781,4.75,0.188840866,397.1147497,19.85573748,20
glass,OCEAN,50,8,5,0.848484848,0.904761905,0.863636364,0.88372093,1,0.067051003,5.45,0.186375141,34.04156423,1.702078211,20
glass,OCEAN,100,8,5,0.848484848,0.904761905,0.863636364,0.88372093,1,0.070442535,5.8,0.187014341,62.66499162,3.133249581,20
glass,OCEAN,200,8,5,0.818181818,0.863636364,0.863636364,0.863636364,1,0.072075485,6.15,0.19276166,112.0958629,5.604793143,20
glass,OCEAN,300,8,5,0.818181818,0.863636364,0.863636364,0.863636364,1,0.07283361,6.2,0.188125134,202.3629284,10.11814642,20
cancer,OCEAN,300,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.186650508,18.55,0.183716774,502.5003519,25.1250176,20
vertebral,OCEAN,500,7,5,0.919354839,0.913043478,0.976744186,0.943820225,1,0.11580068,4.5,0.189445257,571.923872,28.5961936,20
vertebral,OCEAN,10,8,5,0.822580645,0.860465116,0.880952381,0.870588235,1,0.077766689,2.9,0.190083504,23.47639108,1.173819554,20
vertebral,OCEAN,50,8,5,0.838709677,0.863636364,0.904761905,0.88372093,1,0.081999591,3.9,0.189376593,39.24478817,1.962239408,20
vertebral,OCEAN,100,8,5,0.887096774,0.888888889,0.952380952,0.91954023,1,0.085394203,3.95,0.187596798,65.64086008,3.282043004,20
glass,OCEAN,400,8,5,0.818181818,0.863636364,0.863636364,0.863636364,1,0.072989188,6.55,0.187290907,328.4524875,16.42262437,20
vertebral,OCEAN,200,8,5,0.887096774,0.888888889,0.952380952,0.91954023,1,0.085903377,3.8,0.188680649,130.5862577,6.529312885,20
vertebral,OCEAN,300,8,5,0.887096774,0.888888889,0.952380952,0.91954023,1,0.084496213,4.05,0.190096855,235.577189,11.77885945,20
glass,OCEAN,500,8,5,0.818181818,0.863636364,0.863636364,0.863636364,1,0.071370311,6.4,0.188807249,377.7981174,18.88990587,20
glass,OCEAN,10,9,5,0.848484848,0.882352941,0.833333333,0.857142857,1,0.115466407,5.05,0.185056448,22.2935791,1.114678955,20
glass,OCEAN,50,9,5,0.878787879,0.9375,0.833333333,0.882352941,1,0.122162298,5.7,0.338101625,44.37385845,2.218692923,20
spambase,OCEAN,500,5,5,0.927173913,0.9625,0.848484848,0.901903367,1,0.019153707,16.7,0.250686407,2556.205768,127.8102884,20
spambase,OCEAN,10,6,5,0.909782609,0.932926829,0.833787466,0.88057554,1,0.006334735,8.85,0.251050949,11.76538396,0.588269198,20
spambase,OCEAN,50,6,5,0.911956522,0.93597561,0.836512262,0.883453237,1,0.0079807,11.5,0.249767303,29.77469349,1.488734674,20
glass,OCEAN,100,9,5,0.909090909,0.941176471,0.888888889,0.914285714,1,0.124061717,6.2,0.186008453,82.09658551,4.104829276,20
spambase,OCEAN,100,6,5,0.919565217,0.948012232,0.844686649,0.893371758,1,0.009504094,12.65,0.248364687,64.67658591,3.233829296,20
cancer,OCEAN,400,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.191228898,19.1,0.18473506,848.9676416,42.44838208,20
vertebral,OCEAN,400,8,5,0.887096774,0.888888889,0.952380952,0.91954023,1,0.084497083,4.2,0.188104153,318.7009828,15.93504914,20
glass,OCEAN,200,9,5,0.909090909,0.941176471,0.888888889,0.914285714,1,0.12740629,6.15,0.187651873,148.2052188,7.41026094,20
spambase,OCEAN,200,6,5,0.915217391,0.936555891,0.844686649,0.888252149,1,0.01122821,13.25,0.248711824,214.0807672,10.70403836,20
glass,OCEAN,300,9,5,0.909090909,0.941176471,0.888888889,0.914285714,1,0.127895619,6.4,0.28745842,312.7438269,15.63719134,20
magic,OCEAN,500,5,5,0.833859096,0.806374229,0.97231405,0.881603597,1,0.089056081,6.9,0.477526665,2162.617016,108.1308508,20
vertebral,OCEAN,500,8,5,0.887096774,0.888888889,0.952380952,0.91954023,1,0.084393324,4.05,0.186877012,411.6678421,20.58339211,20
vertebral,OCEAN,10,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.041903754,2.3,0.187882662,16.2308321,0.811541605,20
magic,OCEAN,10,6,5,0.8393796,0.82450675,0.958165728,0.886325581,1,0.077616866,5.3,0.480967999,23.65888262,1.182944131,20
vertebral,OCEAN,50,9,5,0.887096774,0.954545455,0.893617021,0.923076923,1,0.053342717,3.25,0.188380241,46.02783489,2.301391745,20
magic,OCEAN,50,6,5,0.84831756,0.834794809,0.957361223,0.891886828,1,0.101017553,7.15,0.477807999,94.71787906,4.735893953,20
vertebral,OCEAN,100,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.052927295,3.2,0.187228441,60.26058722,3.013029361,20
vertebral,OCEAN,200,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.053181188,4.05,0.18955493,130.251539,6.51257695,20
spambase,OCEAN,300,21,5,0.926086957,0.945288754,0.861495845,0.901449275,1,0.006648013,13.15,0.256762981,166.0823016,8.304115081,20
glass,OCEAN,400,9,5,0.909090909,0.941176471,0.888888889,0.914285714,1,0.127173774,6.1,0.268674135,358.8735476,17.94367738,20
magic,OCEAN,100,6,5,0.849106204,0.834968465,0.958567981,0.892509363,1,0.10554315,6.75,0.475242138,188.3099909,9.415499544,20
vertebral,OCEAN,300,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.053732377,4,0.186990738,256.4972887,12.82486444,20
cancer,OCEAN,500,6,5,0.964912281,0.948717949,0.948717949,0.948717949,1,0.19375119,19.95,0.186243773,1180.820487,59.04102437,20
cancer,OCEAN,10,7,5,0.947368421,0.916666667,0.916666667,0.916666667,1,0.114921502,8.95,0.193231821,16.76698565,0.838349283,20
glass,OCEAN,500,9,5,0.909090909,0.941176471,0.888888889,0.914285714,1,0.128118941,6.6,0.187066555,475.9541423,23.79770712,20
cancer,OCEAN,50,7,5,0.956140351,0.942857143,0.916666667,0.929577465,1,0.157789727,12.3,0.188769817,35.36262774,1.768131387,20
magic,OCEAN,200,10,5,0.830704522,0.815140845,0.951109285,0.877891543,1,0.100868201,6.65,0.472850323,550.1404493,27.50702246,20
cancer,OCEAN,100,7,5,0.964912281,0.944444444,0.944444444,0.944444444,1,0.179811146,13.9,0.188180447,75.05430174,3.752715087,20
vertebral,OCEAN,400,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.051936844,4.1,0.191699982,444.76265,22.2381325,20
cancer,OCEAN,200,7,5,0.956140351,0.942857143,0.916666667,0.929577465,1,0.188761054,16.2,0.188022852,226.2848074,11.31424037,20
spambase,OCEAN,400,6,5,0.917391304,0.94224924,0.844686649,0.890804598,1,0.012512034,16.4,0.249950171,930.3734195,46.51867098,20
cancer,OCEAN,300,7,5,0.956140351,0.942857143,0.916666667,0.929577465,1,0.19145859,17,0.196328163,378.2698717,18.91349359,20
vertebral,OCEAN,500,9,5,0.85483871,0.931818182,0.872340426,0.901098901,1,0.054097429,4.4,0.19177103,494.3837633,24.71918817,20
magic,OCEAN,300,6,5,0.850683491,0.835784314,0.960176991,0.893672782,1,0.106889654,6.95,0.469344139,1072.695048,53.63475242,20
cancer,OCEAN,400,7,5,0.956140351,0.942857143,0.916666667,0.929577465,1,0.190598573,17.25,0.18915987,849.6609721,42.48304861,20
spambase,OCEAN,500,6,5,0.915217391,0.939209726,0.841961853,0.887931034,1,0.012881106,16.05,0.247969627,1310.685776,65.53428878,20
spambase,OCEAN,10,7,5,0.920652174,0.950464396,0.843406593,0.893740902,1,0.005185455,5.8,0.248792171,11.95273852,0.597636926,20
spambase,OCEAN,50,7,5,0.922826087,0.948012232,0.851648352,0.897250362,1,0.006265448,9.2,0.251224518,27.53860664,1.376930332,20
spambase,OCEAN,100,7,5,0.925,0.951070336,0.854395604,0.900144718,1,0.007457985,10.15,0.247392178,62.84458447,3.142229223,20
spambase,OCEAN,200,7,5,0.92826087,0.951515152,0.862637363,0.904899135,1,0.009178668,11.55,0.248732805,260.830987,13.04154935,20
cancer,OCEAN,500,7,5,0.956140351,0.942857143,0.916666667,0.929577465,1,0.19248445,18.1,0.184726,986.4620473,49.32310237,20
cancer,OCEAN,10,8,5,0.964912281,0.956521739,0.956521739,0.956521739,1,0.157815123,10.5,0.187732935,21.41714025,1.070857012,20
cancer,OCEAN,50,8,5,0.956140351,0.936170213,0.956521739,0.946236559,1,0.216415948,13.4,0.192589283,46.38132834,2.319066417,20
cancer,OCEAN,100,8,5,0.973684211,0.957446809,0.97826087,0.967741935,1,0.237284584,15.3,0.195388079,102.2118497,5.110592484,20
spambase,OCEAN,300,7,5,0.927173913,0.948640483,0.862637363,0.903597122,1,0.010380435,12.65,0.248367071,670.6469543,33.53234771,20
magic,OCEAN,400,6,5,0.850946372,0.835372247,0.961383749,0.893959229,1,0.105550968,6.9,0.472909927,1667.62329,83.3811645,20
cancer,OCEAN,200,8,5,0.964912281,0.9375,0.97826087,0.957446809,1,0.252301827,17.2,0.182991266,317.1325185,15.85662593,20
cancer,OCEAN,300,8,5,0.964912281,0.9375,0.97826087,0.957446809,1,0.254492321,18.05,0.187039375,610.3002725,30.51501362,20
spambase,OCEAN,400,7,5,0.927173913,0.951367781,0.85989011,0.903318903,1,0.010706934,13.65,0.250810146,890.4912162,44.52456081,20
cancer,OCEAN,400,8,5,0.964912281,0.9375,0.97826087,0.957446809,1,0.259995902,19.25,0.185790539,1071.073369,53.55366844,20
spambase,OCEAN,500,7,5,0.92826087,0.957055215,0.857142857,0.904347826,1,0.011336627,13.9,0.250396013,1683.734472,84.18672359,20
spambase,OCEAN,10,8,5,0.914130435,0.93220339,0.857142857,0.893098782,1,0.003725141,6.85,0.247156858,10.17504668,0.508752334,20
spambase,OCEAN,50,8,5,0.916304348,0.935028249,0.85974026,0.895805142,1,0.006331981,11,0.250774384,25.53168297,1.276584148,20
magic,OCEAN,500,6,5,0.850946372,0.834437086,0.962992759,0.894117647,1,0.106264506,7.15,0.468033791,2611.294843,130.5647422,20
spambase,OCEAN,100,8,5,0.920652174,0.938202247,0.867532468,0.90148448,1,0.008049653,11.8,0.249716759,60.35431528,3.017715764,20
magic,OCEAN,10,7,5,0.834384858,0.816944539,0.963096671,0.884020619,1,0.075921084,6.9,0.475527287,28.76309776,1.438154888,20
magic,OCEAN,50,7,5,0.84148265,0.828810021,0.955475331,0.88764673,1,0.100306662,7.85,0.475742579,106.9884272,5.349421358,20
spambase,OCEAN,200,8,5,0.923913043,0.938718663,0.875324675,0.905913978,1,0.010776776,12.65,0.24682951,249.972676,12.4986338,20
magic,OCEAN,100,7,5,0.840694006,0.827945777,0.955475331,0.887150838,1,0.106060308,7.9,0.46783042,208.6356485,10.43178242,20
cancer,OCEAN,500,8,5,0.964912281,0.9375,0.97826087,0.957446809,1,0.266469032,19.75,0.185608149,1584.071812,79.2035906,20
cancer,OCEAN,10,9,5,0.956140351,1,0.88372093,0.938271605,1,0.159249563,13.25,0.187026024,19.42445159,0.971222579,20
magic,OCEAN,200,7,5,0.840431125,0.826749827,0.957079824,0.887153746,1,0.106412795,7.5,0.465507507,539.5503519,26.97751759,20
spambase,OCEAN,300,8,5,0.925,0.941340782,0.875324675,0.907133244,1,0.012517358,13.95,0.24673605,626.0710015,31.30355008,20
cancer,OCEAN,50,9,5,0.956140351,1,0.88372093,0.938271605,1,0.207302439,15.95,0.186493635,56.57656527,2.828828263,20
cancer,OCEAN,100,9,5,0.956140351,1,0.88372093,0.938271605,1,0.226132367,17.15,0.190159559,134.8084915,6.740424573,20
cancer,OCEAN,200,9,5,0.956140351,1,0.88372093,0.938271605,1,0.229811064,17.9,0.190252304,281.8423507,14.09211754,20
cancer,OCEAN,300,9,5,0.964912281,1,0.906976744,0.951219512,1,0.234466605,18.55,0.186615229,470.8437052,23.54218526,20
spambase,OCEAN,400,8,5,0.926086957,0.941504178,0.877922078,0.908602151,1,0.012820052,12.95,0.246131659,996.3967426,49.81983713,20
magic,OCEAN,300,7,5,0.8393796,0.825605536,0.957079824,0.88649452,1,0.108449202,7.45,0.467191219,1045.671683,52.28358413,20
cancer,OCEAN,400,9,5,0.956140351,1,0.88372093,0.938271605,1,0.235724694,18.6,0.187567472,761.0000937,38.05000468,20
spambase,OCEAN,500,22,5,0.923913043,0.942771084,0.85989011,0.899425287,1,0.010683571,15.2,0.259473085,793.3277977,39.66638988,20
spambase,OCEAN,10,9,5,0.898913043,0.942372881,0.785310734,0.856702619,1,0.003490962,5.75,0.250328541,11.63664961,0.58183248,20
spambase,OCEAN,50,9,5,0.897826087,0.945205479,0.779661017,0.854489164,1,0.00507364,9.55,0.252447367,27.32092261,1.366046131,20
spambase,OCEAN,100,9,5,0.905434783,0.952542373,0.793785311,0.865947612,1,0.005423041,9.55,0.251857519,48.52926898,2.426463449,20
spambase,OCEAN,200,21,5,0.926086957,0.948012232,0.858725762,0.901162791,1,0.00634075,13.05,0.252454758,88.18755078,4.409377539,20
magic,OCEAN,400,7,5,0.840956887,0.828005559,0.955876454,0.887358034,1,0.10960242,7.6,0.469694853,1613.936062,80.69680309,20
cancer,OCEAN,500,9,5,0.956140351,1,0.88372093,0.938271605,1,0.237068212,19.35,0.188269854,1224.774641,61.23873205,20
spambase,OCEAN,300,9,5,0.908695652,0.953020134,0.802259887,0.871165644,1,0.006197411,11.85,0.249239683,319.0951588,15.95475794,20
spambase,OCEAN,400,9,5,0.909782609,0.953177258,0.805084746,0.872894334,1,0.006417139,12.05,0.249051571,450.8803217,22.54401609,20
spambase,OCEAN,500,9,5,0.908695652,0.95,0.805084746,0.871559633,1,0.00640273,11.7,0.253242731,740.2418377,37.01209189,20
magic,OCEAN,500,23,5,0.842534175,0.823631928,0.96213355,0.887511737,1,0.180655435,8.25,0.451278448,3756.777922,187.8388961,20
magic,OCEAN,10,8,5,0.834384858,0.821067318,0.952650749,0.881978269,1,0.120440661,7,0.468286276,34.5606041,1.728030205,20
magic,OCEAN,50,8,5,0.84148265,0.825662483,0.958316471,0.887057501,1,0.124362074,7.1,0.467839718,120.2935462,6.01467731,20
magic,OCEAN,100,8,5,0.84148265,0.826801959,0.956292999,0.886845562,1,0.127304092,7.65,0.467545509,223.9304562,11.19652281,20
magic,OCEAN,200,8,5,0.843322818,0.826768909,0.959935249,0.888389513,1,0.127426463,7.4,0.465718985,597.8878365,29.89439182,20
magic,OCEAN,300,8,5,0.84384858,0.825528963,0.963172805,0.889054912,1,0.128066284,7.9,0.471214771,1163.002675,58.15013376,20
magic,OCEAN,400,8,5,0.844900105,0.826675929,0.963172805,0.889719626,1,0.128483121,7.4,0.465680599,1921.235759,96.06178797,20
magic,OCEAN,500,8,5,0.843585699,0.825920778,0.961958721,0.888764255,1,0.129179483,7.55,0.466444016,2812.067479,140.603374,20
magic,OCEAN,10,9,5,0.83701367,0.831896552,0.938411669,0.881949733,1,0.085029426,5.9,0.473740339,28.94462633,1.447231317,20
magic,OCEAN,50,9,5,0.844637224,0.826434783,0.962722853,0.889387984,1,0.087204423,6.6,0.469740629,74.70033383,3.735016692,20
magic,OCEAN,100,9,5,0.847791798,0.82897945,0.964343598,0.891552725,1,0.091811909,6.3,0.466180325,195.0772915,9.753864574,20
magic,OCEAN,200,9,5,0.846477392,0.828681089,0.962317666,0.890513686,1,0.095953032,6.6,0.468273401,416.2309713,20.81154857,20
magic,OCEAN,300,9,5,0.847791798,0.830360266,0.96191248,0.891308429,1,0.096140905,6.45,0.458999872,914.4673562,45.72336781,20
magic,OCEAN,400,14,5,0.851735016,0.83626943,0.964157706,0.895671476,1,0.129819852,7.2,0.467364073,1967.204353,98.36021763,20
magic,OCEAN,500,21,5,0.83491062,0.818873142,0.957945815,0.882966828,1,0.16027484,8.1,0.468295097,4338.242889,216.9121444,20
